map,scen,agents,seed,variant,solved,soc,makespan,lb,time_ms,forward_calls,rebuilds
room-32-4,room-32-32-4-random-4,50,0,vanilla,True,2451,124,1493,67.8,0,0
room-32-4,room-32-32-4-random-3,150,2,tb_start_w10,False,-1,-1,3735,20000.6,150,1
room-32-4,room-32-32-4-random-3,200,1,tb_step_wall,True,37133,538,4986,11696.1,115600,578
room-32-4,room-32-32-4-random-4,50,0,tb_step_w10,True,1987,83,1493,519.0,4200,84
room-32-4,room-32-32-4-random-4,50,0,tb_start_w10,True,2390,116,1493,146.9,50,1
room-32-4,room-32-32-4-random-4,50,0,tb_agent_w10,True,1998,83,1493,581.7,8503,84
room-32-4,room-32-32-4-random-4,50,1,vanilla,True,1997,66,1493,25.2,0,0
room-32-4,room-32-32-4-random-4,50,0,pen0.1_step_w10,True,1987,83,1493,539.0,4200,84
room-32-4,room-32-32-4-random-4,50,1,tb_step_w10,True,2001,82,1493,328.3,4150,83
room-32-4,room-32-32-4-random-4,50,1,tb_start_w10,True,2363,111,1493,85.0,50,1
room-32-4,room-32-32-4-random-4,50,0,tb_step_wall,True,2178,88,1493,998.6,4550,91
room-32-4,room-32-32-4-random-4,50,1,tb_step_wall,True,2207,90,1493,630.4,4600,92
room-32-4,room-32-32-4-random-4,50,2,vanilla,True,2134,95,1493,30.1,0,0
room-32-4,room-32-32-4-random-4,50,1,pen0.1_step_w10,True,2001,82,1493,541.6,4150,83
room-32-4,room-32-32-4-random-4,50,1,tb_agent_w10,True,1998,82,1493,928.7,8353,83
room-32-4,room-32-32-4-random-4,50,2,tb_start_w10,True,2349,113,1493,147.1,50,1
room-32-4,room-32-32-4-random-4,50,2,tb_step_w10,True,1994,82,1493,327.6,4150,83
room-32-4,room-32-32-4-random-4,50,2,pen0.1_step_w10,True,1994,82,1493,330.3,4150,83
room-32-4,room-32-32-4-random-4,100,0,vanilla,True,5184,119,2610,67.6,0,0
room-32-4,room-32-32-4-random-3,200,0,tb_start_w10,False,-1,-1,4986,20000.4,200,1
room-32-4,room-32-32-4-random-4,50,2,tb_agent_w10,True,1997,82,1493,931.5,8353,83
room-32-4,room-32-32-4-random-3,200,1,tb_step_w10,True,62664,878,4986,17509.6,222600,1113
room-32-4,room-32-32-4-random-4,50,2,tb_step_wall,True,2225,92,1493,1016.5,4700,94
room-32-4,room-32-32-4-random-4,100,0,tb_start_w10,True,6286,157,2610,568.6,100,1
room-32-4,room-32-32-4-random-4,100,0,tb_step_w10,True,5480,130,2610,843.8,13200,132
room-32-4,room-32-32-4-random-4,100,1,vanilla,True,6643,190,2610,168.5,0,0
room-32-4,room-32-32-4-random-4,100,0,tb_agent_w10,True,4863,117,2610,1424.0,24182,119
room-32-4,room-32-32-4-random-4,100,1,tb_step_w10,True,5814,164,2610,895.4,16800,168
room-32-4,room-32-32-4-random-4,100,1,tb_start_w10,True,7168,192,2610,221.6,100,1
room-32-4,room-32-32-4-random-4,100,0,pen0.1_step_w10,True,4682,114,2610,1263.9,11800,118
room-32-4,room-32-32-4-random-4,100,2,vanilla,True,7355,234,2610,195.2,0,0
room-32-4,room-32-32-4-random-3,200,2,pen0.1_step_w10,True,29150,350,4986,6572.3,73200,366
room-32-4,room-32-32-4-random-4,100,1,pen0.1_step_w10,True,4909,105,2610,775.6,10700,107
room-32-4,room-32-32-4-random-4,100,2,tb_start_w10,True,5606,146,2610,186.8,100,1
room-32-4,room-32-32-4-random-4,100,0,tb_step_wall,True,5795,132,2610,2395.9,13500,135
room-32-4,room-32-32-4-random-3,200,2,tb_step_w10,True,53348,645,4986,11678.9,142600,713
room-32-4,room-32-32-4-random-4,100,1,tb_agent_w10,True,4920,115,2610,2304.7,24033,118
room-32-4,room-32-32-4-random-4,100,2,tb_step_w10,True,5357,128,2610,1324.7,13300,133
room-32-4,room-32-32-4-random-4,100,1,tb_step_wall,True,7117,185,2610,1907.7,19200,192
room-32-4,room-32-32-4-random-4,150,0,vanilla,True,25993,669,3780,699.0,0,0
room-32-4,room-32-32-4-random-4,150,0,tb_start_w10,True,14573,272,3780,376.7,150,1
room-32-4,room-32-32-4-random-4,100,2,pen0.1_step_w10,True,4951,115,2610,1312.2,11600,116
room-32-4,room-32-32-4-random-4,100,2,tb_step_wall,True,5217,129,2610,1382.5,13900,139
room-32-4,room-32-32-4-random-4,100,2,tb_agent_w10,True,4692,104,2610,2161.5,21971,107
room-32-4,room-32-32-4-random-3,200,1,tb_start_w10,False,-1,-1,4986,20000.9,200,1
room-32-4,room-32-32-4-random-4,150,0,pen0.1_step_w10,True,8254,117,3780,1236.9,17850,119
room-32-4,room-32-32-4-random-4,150,1,tb_step_w10,True,13174,263,3780,1880.9,40800,272
room-32-4,room-32-32-4-random-4,150,1,tb_start_w10,True,20748,367,3780,887.8,150,1
room-32-4,room-32-32-4-random-3,200,2,tb_step_wall,True,54868,747,4986,11469.6,169600,848
room-32-4,room-32-32-4-random-4,150,0,tb_step_w10,True,15062,280,3780,3709.1,45000,300
room-32-4,room-32-32-4-random-3,200,2,vanilla,False,-1,-1,4986,20000.6,0,0
room-32-4,room-32-32-4-random-4,150,1,pen0.1_step_w10,True,11261,231,3780,1764.9,36450,243
room-32-4,room-32-32-4-random-4,150,2,tb_start_w10,True,18870,338,3780,747.0,150,1
room-32-4,room-32-32-4-random-4,150,1,tb_agent_w10,True,8609,164,3780,3887.8,53008,172
room-32-4,room-32-32-4-random-4,150,2,tb_step_w10,True,14447,280,3780,2097.4,43800,292
room-32-4,room-32-32-4-random-4,150,1,tb_step_wall,True,18379,335,3780,3923.3,54900,366
room-32-4,room-32-32-4-random-3,200,2,tb_agent_w10,True,39812,513,4986,17742.0,228334,551
room-32-4,room-32-32-4-random-4,200,0,vanilla,True,66543,1346,5209,1665.2,0,0
room-32-4,room-32-32-4-random-4,150,0,tb_step_wall,True,18011,344,3780,6893.5,57300,382
room-32-4,room-32-32-4-random-4,150,2,pen0.1_step_w10,True,9733,194,3780,2782.7,34650,231
room-32-4,room-32-32-4-random-4,150,2,tb_step_wall,True,14947,274,3780,3418.0,44550,297
room-32-4,room-32-32-4-random-4,150,0,tb_agent_w10,True,17932,353,3780,8216.0,112768,364
room-32-4,room-32-32-4-random-3,200,2,tb_start_w10,False,-1,-1,4986,20000.4,200,1
room-32-4,room-32-32-4-random-4,200,0,tb_start_w10,True,53516,774,5209,2333.3,200,1
room-32-4,room-32-32-4-random-4,200,1,tb_start_w10,True,38546,552,5209,920.2,200,1
room-32-4,room-32-32-4-random-4,150,2,tb_agent_w10,True,16989,301,3780,7763.6,99166,319
room-32-4,room-32-32-4-random-4,200,1,pen0.1_step_w10,True,28975,376,5209,4295.5,77800,389
room-32-4,room-32-32-4-random-4,200,0,tb_step_w10,True,57735,735,5209,9192.7,179600,898
room-32-4,room-32-32-4-random-4,200,1,tb_step_w10,True,47552,597,5209,6988.7,137800,689
room-32-4,room-32-32-4-random-4,200,0,pen0.1_step_w10,True,37634,473,5209,8856.3,98000,490
room-32-4,room-32-32-4-random-4,200,2,tb_start_w10,True,106173,1117,5209,1573.5,200,1
room-32-4,room-32-32-4-random-4,200,2,vanilla,True,303609,6734,5209,8097.6,0,0
room-32-4,room-32-32-4-random-5,50,0,vanilla,True,1821,91,1285,53.2,0,0
room-32-4,room-32-32-4-random-5,50,0,tb_step_w10,True,1577,54,1285,412.8,2700,54
room-32-4,room-32-32-4-random-4,200,1,tb_step_wall,True,32985,420,5209,11691.0,89200,446
room-32-4,room-32-32-4-random-4,200,0,tb_step_wall,True,41035,557,5209,13689.0,122600,613
room-32-4,room-32-32-4-random-4,150,1,vanilla,False,-1,-1,3780,20001.1,0,0
room-32-4,room-32-32-4-random-5,50,0,tb_start_w10,True,1781,84,1285,127.6,50,1
room-32-4,room-32-32-4-random-5,50,1,vanilla,True,1806,76,1285,49.6,0,0
room-32-4,room-32-32-4-random-4,200,0,tb_agent_w10,True,53671,700,5209,15225.1,308115,745
room-32-4,room-32-32-4-random-5,50,0,pen0.1_step_w10,True,1577,54,1285,423.1,2700,54
room-32-4,room-32-32-4-random-5,50,0,tb_agent_w10,True,1686,74,1285,766.6,7551,75
room-32-4,room-32-32-4-random-5,50,1,tb_start_w10,True,1952,97,1285,148.5,50,1
room-32-4,room-32-32-4-random-5,50,0,tb_step_wall,True,1612,54,1285,644.4,2700,54
room-32-4,room-32-32-4-random-5,50,2,vanilla,True,2074,102,1285,52.1,0,0
room-32-4,room-32-32-4-random-5,50,1,tb_step_w10,True,1699,72,1285,558.0,3650,73
room-32-4,room-32-32-4-random-5,50,1,tb_agent_w10,True,1691,72,1285,479.8,7352,73
room-32-4,room-32-32-4-random-4,200,2,pen0.1_step_w10,True,32731,430,5209,5040.1,92000,460
room-32-4,room-32-32-4-random-5,50,2,tb_start_w10,True,1866,87,1285,76.5,50,1
room-32-4,room-32-32-4-random-5,50,1,pen0.1_step_w10,True,1699,72,1285,463.4,3650,73
room-32-4,room-32-32-4-random-5,50,2,tb_step_w10,True,1604,60,1285,429.1,3000,60
room-32-4,room-32-32-4-random-5,50,1,tb_step_wall,True,1726,72,1285,683.9,3650,73
room-32-4,room-32-32-4-random-5,50,2,pen0.1_step_w10,True,1604,60,1285,268.3,3000,60
room-32-4,room-32-32-4-random-5,100,0,vanilla,True,6095,197,2641,166.7,0,0
room-32-4,room-32-32-4-random-5,50,2,tb_step_wall,True,1640,60,1285,398.2,3000,60
room-32-4,room-32-32-4-random-5,50,2,tb_agent_w10,True,1741,83,1285,814.2,8600,85
room-32-4,room-32-32-4-random-5,100,0,tb_start_w10,True,7948,260,2641,303.4,100,1
room-32-4,room-32-32-4-random-5,100,1,vanilla,True,7244,216,2641,192.9,0,0
room-32-4,room-32-32-4-random-4,150,2,vanilla,False,-1,-1,3780,20001.3,0,0
room-32-4,room-32-32-4-random-4,200,2,tb_step_w10,True,66504,782,5209,8778.0,169000,845
room-32-4,room-32-32-4-random-5,100,0,pen0.1_step_w10,True,5248,172,2641,907.4,17900,179
room-32-4,room-32-32-4-random-5,100,1,tb_step_w10,True,4714,140,2641,759.4,14900,149
room-32-4,room-32-32-4-random-5,100,2,vanilla,True,6040,202,2641,93.1,0,0
room-32-4,room-32-32-4-random-5,100,1,tb_start_w10,True,7567,216,2641,432.1,100,1
room-32-4,room-32-32-4-random-5,100,0,tb_step_w10,True,5516,204,2641,1477.2,21800,218
room-32-4,room-32-32-4-random-5,100,2,tb_start_w10,True,5070,136,2641,318.7,100,1
room-32-4,room-32-32-4-random-5,100,1,pen0.1_step_w10,True,4958,153,2641,810.4,16000,160
room-32-4,room-32-32-4-random-5,100,2,tb_step_w10,True,4397,139,2641,694.3,14400,144
room-32-4,room-32-32-4-random-5,150,0,vanilla,True,19493,421,3959,243.5,0,0
room-32-4,room-32-32-4-random-5,100,1,tb_step_wall,True,5659,170,2641,1268.8,17500,175
room-32-4,room-32-32-4-random-5,100,0,tb_step_wall,True,5995,184,2641,2253.9,19500,195
room-32-4,room-32-32-4-random-5,100,2,pen0.1_step_w10,True,4564,141,2641,798.9,14900,149
room-32-4,room-32-32-4-random-5,100,1,tb_agent_w10,True,4712,140,2641,2236.2,30749,149
room-32-4,room-32-32-4-random-5,100,0,tb_agent_w10,True,6055,193,2641,2840.6,42758,206
room-32-4,room-32-32-4-random-5,150,0,tb_start_w10,True,15994,342,3959,808.5,150,1
room-32-4,room-32-32-4-random-5,150,1,vanilla,True,23921,594,3959,599.4,0,0
room-32-4,room-32-32-4-random-5,100,2,tb_step_wall,True,4976,139,2641,1940.9,14100,141
room-32-4,room-32-32-4-random-5,100,2,tb_agent_w10,True,5805,179,2641,2799.7,40131,194
room-32-4,room-32-32-4-random-5,150,0,tb_step_w10,True,14471,296,3959,2144.3,45600,304
room-32-4,room-32-32-4-random-5,150,1,tb_start_w10,True,18999,373,3959,768.6,150,1
room-32-4,room-32-32-4-random-4,200,1,tb_agent_w10,True,38026,477,5209,18639.5,218836,530
room-32-4,room-32-32-4-random-4,200,2,tb_step_wall,True,29864,386,5209,10642.2,81400,407
room-32-4,room-32-32-4-random-5,150,0,pen0.1_step_w10,True,8897,159,3959,2274.4,24150,161
room-32-4,room-32-32-4-random-4,200,1,vanilla,False,-1,-1,5209,20001.1,0,0
room-32-4,room-32-32-4-random-5,150,0,tb_agent_w10,True,11882,237,3959,3449.9,82258,258
room-32-4,room-32-32-4-random-5,150,2,tb_start_w10,True,21101,413,3959,891.1,150,1
room-32-4,room-32-32-4-random-5,150,1,pen0.1_step_w10,True,12752,211,3959,1971.1,33300,222
room-32-4,room-32-32-4-random-5,150,1,tb_step_w10,True,13067,269,3959,3251.6,41550,277
room-32-4,room-32-32-4-random-5,150,0,tb_step_wall,True,16750,297,3959,3946.3,49650,331
room-32-4,room-32-32-4-random-5,150,2,pen0.1_step_w10,True,9972,192,3959,1618.0,29100,194
room-32-4,room-32-32-4-random-5,200,0,tb_start_w10,True,45827,630,5123,1069.6,200,1
room-32-4,room-32-32-4-random-5,150,2,tb_step_w10,True,12651,257,3959,3150.5,40350,269
room-32-4,room-32-32-4-random-5,150,1,tb_step_wall,True,10792,205,3959,4350.8,31800,212
room-32-4,room-32-32-4-random-5,150,1,tb_agent_w10,True,12913,213,3959,5872.7,69484,225
room-32-4,room-32-32-4-random-4,200,2,tb_agent_w10,True,55007,719,5209,16904.6,354566,843
room-32-4,room-32-32-4-random-5,150,2,tb_agent_w10,True,13333,228,3959,5778.8,72508,236
room-32-4,room-32-32-4-random-5,200,1,tb_start_w10,True,55830,767,5123,1204.5,200,1
room-32-4,room-32-32-4-random-5,150,2,tb_step_wall,True,14860,318,3959,5453.8,50850,339
room-32-4,room-32-32-4-random-5,200,0,tb_step_w10,True,34185,410,5123,5070.1,88200,441
room-32-4,room-32-32-4-random-5,200,0,tb_step_wall,True,20822,307,5123,4698.7,64000,320
room-32-4,room-32-32-4-random-5,200,0,pen0.1_step_w10,True,36054,453,5123,5456.1,94800,474
room-32-4,room-32-32-4-random-5,200,0,vanilla,True,291497,6079,5123,7328.2,0,0
room-32-4,room-32-32-4-random-5,200,1,tb_step_w10,True,22832,334,5123,5397.7,69800,349
room-32-4,room-32-32-4-random-5,150,2,vanilla,True,566650,10674,3959,9482.3,0,0
maze-32-4,maze-32-32-4-random-1,50,0,vanilla,True,2636,92,2350,55.3,0,0
room-32-4,room-32-32-4-random-5,200,2,tb_start_w10,True,58607,763,5123,1206.2,200,1
room-32-4,room-32-32-4-random-5,200,2,tb_step_w10,True,24180,318,5123,3446.7,66000,330
maze-32-4,maze-32-32-4-random-1,50,0,tb_start_w10,True,2749,98,2350,106.6,50,1
room-32-4,room-32-32-4-random-5,200,1,pen0.1_step_w10,True,27280,352,5123,4126.9,74000,370
maze-32-4,maze-32-32-4-random-1,50,0,tb_step_w10,True,2543,92,2350,711.9,4600,92
maze-32-4,maze-32-32-4-random-1,50,1,vanilla,True,2696,100,2350,65.1,0,0
maze-32-4,maze-32-32-4-random-1,50,0,tb_agent_w10,True,2551,92,2350,791.1,9202,92
maze-32-4,maze-32-32-4-random-1,50,0,pen0.1_step_w10,True,2544,92,2350,446.1,4600,92
maze-32-4,maze-32-32-4-random-1,50,1,tb_start_w10,True,2760,98,2350,104.0,50,1
room-32-4,room-32-32-4-random-5,200,1,vanilla,True,275308,6239,5123,7471.5,0,0
maze-32-4,maze-32-32-4-random-1,50,1,tb_step_w10,True,2547,92,2350,711.4,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,vanilla,True,2666,92,2350,54.5,0,0
maze-32-4,maze-32-32-4-random-1,50,1,tb_agent_w10,True,2555,92,2350,796.8,9206,92
maze-32-4,maze-32-32-4-random-1,50,0,tb_step_wall,True,2570,92,2350,1214.4,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,tb_start_w10,True,2751,98,2350,103.8,50,1
room-32-4,room-32-32-4-random-5,200,2,vanilla,True,199802,4363,5123,5385.8,0,0
maze-32-4,maze-32-32-4-random-1,50,1,pen0.1_step_w10,True,2547,92,2350,792.4,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,tb_step_w10,True,2547,92,2350,699.6,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,tb_agent_w10,True,2540,92,2350,763.1,9201,92
maze-32-4,maze-32-32-4-random-1,50,1,tb_step_wall,True,2568,92,2350,1199.9,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,pen0.1_step_w10,True,2545,92,2350,722.2,4600,92
maze-32-4,maze-32-32-4-random-1,50,2,tb_step_wall,True,2570,92,2350,1209.7,4600,92
maze-32-4,maze-32-32-4-random-1,100,0,vanilla,True,7421,262,4450,1360.3,0,0
maze-32-4,maze-32-32-4-random-1,100,0,tb_step_w10,True,5528,92,4450,1454.7,9200,92
maze-32-4,maze-32-32-4-random-1,100,0,tb_agent_w10,True,5450,98,4450,1664.0,20420,99
room-32-4,room-32-32-4-random-5,200,2,pen0.1_step_w10,True,21679,346,5123,5505.2,71400,357
room-32-4,room-32-32-4-random-5,200,1,tb_agent_w10,True,24028,345,5123,11273.6,161496,386
maze-32-4,maze-32-32-4-random-1,100,1,tb_agent_w10,True,6154,190,4450,3083.0,178097,612
room-32-4,room-32-32-4-random-5,200,2,tb_agent_w10,True,35034,514,5123,9767.7,224449,544
maze-32-4,maze-32-32-4-random-1,100,2,vanilla,True,6151,105,4450,71.0,0,0
maze-32-4,maze-32-32-4-random-1,100,0,tb_step_wall,True,5674,124,4450,5591.9,89300,893
maze-32-4,maze-32-32-4-random-1,100,1,pen0.1_step_w10,True,6138,192,4450,1578.1,34400,344
maze-32-4,maze-32-32-4-random-1,100,1,tb_step_w10,True,6386,209,4450,5148.7,158500,1585
room-32-4,room-32-32-4-random-5,200,1,tb_step_wall,True,33963,463,5123,13429.0,119600,598
room-32-4,room-32-32-4-random-5,200,0,tb_agent_w10,True,39456,558,5123,18866.4,258935,630
maze-32-4,maze-32-32-4-random-1,100,2,tb_agent_w10,True,5509,97,4450,2584.5,19723,98
maze-32-4,maze-32-32-4-random-1,100,1,tb_start_w10,True,6675,238,4450,7080.1,100,1
maze-32-4,maze-32-32-4-random-1,100,2,tb_step_wall,True,5466,92,4450,3813.8,9200,92
room-32-4,room-32-32-4-random-5,200,2,tb_step_wall,True,41285,506,5123,15080.1,123200,616
maze-32-4,maze-32-32-4-random-1,100,0,tb_start_w10,False,-1,-1,4450,20000.4,100,1
maze-32-4,maze-32-32-4-random-1,100,0,pen0.1_step_w10,False,-1,-1,4450,20001.5,820600,8206
maze-32-4,maze-32-32-4-random-1,100,1,vanilla,False,-1,-1,4450,20000.8,0,0
maze-32-4,maze-32-32-4-random-1,100,1,tb_step_wall,False,-1,-1,4450,20000.8,790700,7907
maze-32-4,maze-32-32-4-random-1,100,2,tb_step_w10,False,-1,-1,4450,20000.3,1175700,11757
maze-32-4,maze-32-32-4-random-1,100,2,tb_start_w10,False,-1,-1,4450,20000.3,100,1
maze-32-4,maze-32-32-4-random-1,100,2,pen0.1_step_w10,False,-1,-1,4450,20000.2,439600,4396
maze-32-4,maze-32-32-4-random-1,150,0,vanilla,False,-1,-1,6778,20000.7,0,0
maze-32-4,maze-32-32-4-random-1,150,0,tb_step_w10,False,-1,-1,6778,20000.4,251400,1676
maze-32-4,maze-32-32-4-random-1,150,0,tb_agent_w10,False,-1,-1,6778,20017.5,243009,801
maze-32-4,maze-32-32-4-random-1,150,0,tb_start_w10,False,-1,-1,6778,20001.1,150,1
maze-32-4,maze-32-32-4-random-1,150,0,tb_step_wall,False,-1,-1,6778,20000.3,79050,527
maze-32-4,maze-32-32-4-random-1,150,0,pen0.1_step_w10,False,-1,-1,6778,20000.5,376500,2510
maze-32-4,maze-32-32-4-random-1,150,1,vanilla,False,-1,-1,6778,20000.8,0,0
maze-32-4,maze-32-32-4-random-1,150,1,tb_step_w10,False,-1,-1,6778,20005.9,249900,1666
maze-32-4,maze-32-32-4-random-1,150,1,tb_agent_w10,False,-1,-1,6778,20005.5,243147,797
maze-32-4,maze-32-32-4-random-1,150,1,tb_start_w10,False,-1,-1,6778,20001.0,150,1
maze-32-4,maze-32-32-4-random-1,150,1,tb_step_wall,False,-1,-1,6778,20027.0,89250,595
maze-32-4,maze-32-32-4-random-1,150,1,pen0.1_step_w10,False,-1,-1,6778,20006.6,233700,1558
maze-32-4,maze-32-32-4-random-1,150,2,vanilla,False,-1,-1,6778,20001.1,0,0
maze-32-4,maze-32-32-4-random-1,150,2,tb_step_w10,False,-1,-1,6778,20010.1,246150,1641
maze-32-4,maze-32-32-4-random-1,150,2,tb_agent_w10,False,-1,-1,6778,20006.9,242855,795
maze-32-4,maze-32-32-4-random-1,150,2,tb_start_w10,False,-1,-1,6778,20001.5,150,1
maze-32-4,maze-32-32-4-random-1,150,2,tb_step_wall,False,-1,-1,6778,20002.8,79950,533
maze-32-4,maze-32-32-4-random-1,150,2,pen0.1_step_w10,False,-1,-1,6778,20000.7,392700,2618
maze-32-4,maze-32-32-4-random-1,200,0,vanilla,False,-1,-1,9160,20001.0,0,0
maze-32-4,maze-32-32-4-random-1,200,0,tb_step_w10,False,-1,-1,9160,20004.2,244600,1223
maze-32-4,maze-32-32-4-random-1,200,0,tb_agent_w10,False,-1,-1,9160,20012.2,222852,552
maze-32-4,maze-32-32-4-random-1,200,0,tb_start_w10,False,-1,-1,9160,20001.1,200,1
maze-32-4,maze-32-32-4-random-1,200,0,tb_step_wall,False,-1,-1,9160,20019.3,67600,338
maze-32-4,maze-32-32-4-random-1,200,0,pen0.1_step_w10,False,-1,-1,9160,20010.7,217200,1086
maze-32-4,maze-32-32-4-random-1,200,1,vanilla,False,-1,-1,9160,20000.7,0,0
maze-32-4,maze-32-32-4-random-2,50,0,vanilla,True,2732,96,2225,60.2,0,0
maze-32-4,maze-32-32-4-random-1,200,1,tb_step_w10,False,-1,-1,9160,20002.7,239800,1199
maze-32-4,maze-32-32-4-random-1,200,1,tb_agent_w10,False,-1,-1,9160,20029.4,215733,537
maze-32-4,maze-32-32-4-random-2,50,0,tb_step_w10,True,3774,204,2225,1628.4,19600,392
maze-32-4,maze-32-32-4-random-1,200,1,tb_start_w10,False,-1,-1,9160,20001.4,200,1
maze-32-4,maze-32-32-4-random-2,50,0,tb_start_w10,True,9567,545,2225,860.1,50,1
maze-32-4,maze-32-32-4-random-2,50,0,tb_step_wall,True,2570,96,2225,1726.2,4950,99
maze-32-4,maze-32-32-4-random-1,200,1,tb_step_wall,False,-1,-1,9160,20014.5,66600,333
maze-32-4,maze-32-32-4-random-2,50,0,pen0.1_step_w10,True,3774,204,2225,1779.3,19600,392
maze-32-4,maze-32-32-4-random-2,50,1,tb_start_w10,True,5956,304,2225,682.5,50,1
maze-32-4,maze-32-32-4-random-2,50,0,tb_agent_w10,True,4619,292,2225,4567.2,119387,940
maze-32-4,maze-32-32-4-random-2,50,1,tb_step_w10,True,4434,254,2225,2665.3,29150,583
maze-32-4,maze-32-32-4-random-2,50,1,tb_step_wall,True,2569,96,2225,1690.1,5300,106
maze-32-4,maze-32-32-4-random-2,50,1,pen0.1_step_w10,True,4434,254,2225,1467.3,29150,583
maze-32-4,maze-32-32-4-random-2,50,2,tb_agent_w10,True,3321,153,2225,1295.9,23642,197
maze-32-4,maze-32-32-4-random-2,50,2,tb_start_w10,True,3013,123,2225,117.0,50,1
maze-32-4,maze-32-32-4-random-2,50,2,tb_step_w10,True,4410,289,2225,2340.6,29450,589
maze-32-4,maze-32-32-4-random-2,50,1,tb_agent_w10,True,4999,306,2225,6009.7,96422,810
maze-32-4,maze-32-32-4-random-2,50,2,pen0.1_step_w10,True,4410,289,2225,2398.9,29450,589
maze-32-4,maze-32-32-4-random-2,50,2,tb_step_wall,True,4199,262,2225,3443.6,34850,697
maze-32-4,maze-32-32-4-random-1,200,1,pen0.1_step_w10,False,-1,-1,9160,20000.9,373600,1868
maze-32-4,maze-32-32-4-random-1,200,2,vanilla,False,-1,-1,9160,20000.9,0,0
maze-32-4,maze-32-32-4-random-1,200,2,tb_step_w10,False,-1,-1,9160,20000.9,231200,1156
maze-32-4,maze-32-32-4-random-2,50,1,vanilla,True,15413,1256,2225,11395.2,0,0
maze-32-4,maze-32-32-4-random-2,100,0,pen0.1_step_w10,True,5259,99,4148,1451.9,9900,99
maze-32-4,maze-32-32-4-random-1,200,2,tb_agent_w10,False,-1,-1,9160,20023.2,215339,535
maze-32-4,maze-32-32-4-random-2,100,1,tb_step_w10,True,5191,91,4148,1648.3,9100,91
maze-32-4,maze-32-32-4-random-1,200,2,tb_start_w10,False,-1,-1,9160,20000.7,200,1
maze-32-4,maze-32-32-4-random-1,200,2,tb_step_wall,False,-1,-1,9160,20014.5,67400,337
maze-32-4,maze-32-32-4-random-1,200,2,pen0.1_step_w10,False,-1,-1,9160,20015.1,225400,1127
maze-32-4,maze-32-32-4-random-2,100,1,pen0.1_step_w10,True,5304,98,4148,1424.0,9800,98
maze-32-4,maze-32-32-4-random-2,50,2,vanilla,False,-1,-1,2225,20000.7,0,0
maze-32-4,maze-32-32-4-random-2,100,0,vanilla,False,-1,-1,4148,20000.8,0,0
maze-32-4,maze-32-32-4-random-2,100,0,tb_step_w10,False,-1,-1,4148,20001.4,844900,8449
maze-32-4,maze-32-32-4-random-2,100,0,tb_agent_w10,False,-1,-1,4148,20000.4,2941230,10827
maze-32-4,maze-32-32-4-random-2,100,0,tb_start_w10,False,-1,-1,4148,20000.7,100,1
maze-32-4,maze-32-32-4-random-2,100,0,tb_step_wall,False,-1,-1,4148,20000.7,1231700,12317
maze-32-4,maze-32-32-4-random-2,100,2,pen0.1_step_w10,True,5427,108,4148,928.7,10800,108
maze-32-4,maze-32-32-4-random-2,100,1,vanilla,False,-1,-1,4148,20000.4,0,0
maze-32-4,maze-32-32-4-random-2,100,1,tb_agent_w10,False,-1,-1,4148,20000.7,1354845,4369
maze-32-4,maze-32-32-4-random-2,100,1,tb_start_w10,False,-1,-1,4148,20000.4,100,1
maze-32-4,maze-32-32-4-random-2,100,1,tb_step_wall,False,-1,-1,4148,20000.4,1236300,12363
maze-32-4,maze-32-32-4-random-2,100,2,vanilla,False,-1,-1,4148,20000.8,0,0
maze-32-4,maze-32-32-4-random-2,100,2,tb_step_w10,False,-1,-1,4148,20001.0,828600,8286
maze-32-4,maze-32-32-4-random-2,100,2,tb_agent_w10,False,-1,-1,4148,20002.8,415681,1579
maze-32-4,maze-32-32-4-random-2,100,2,tb_start_w10,False,-1,-1,4148,20004.6,100,1
maze-32-4,maze-32-32-4-random-2,100,2,tb_step_wall,False,-1,-1,4148,20001.9,580100,5801
maze-32-4,maze-32-32-4-random-2,150,0,vanilla,False,-1,-1,6327,20001.3,0,0
maze-32-4,maze-32-32-4-random-2,150,0,tb_step_w10,False,-1,-1,6327,20004.6,507450,3383
maze-32-4,maze-32-32-4-random-2,150,0,tb_agent_w10,False,-1,-1,6327,20008.5,517281,1705
maze-32-4,maze-32-32-4-random-2,150,0,tb_start_w10,False,-1,-1,6327,20000.9,150,1
maze-32-4,maze-32-32-4-random-2,150,0,tb_step_wall,False,-1,-1,6327,20005.0,114300,762
maze-32-4,maze-32-32-4-random-2,150,0,pen0.1_step_w10,False,-1,-1,6327,20006.6,277500,1850
maze-32-4,maze-32-32-4-random-2,150,1,vanilla,False,-1,-1,6327,20000.9,0,0
maze-32-4,maze-32-32-4-random-2,150,1,tb_step_w10,False,-1,-1,6327,20002.0,302850,2019
maze-32-4,maze-32-32-4-random-2,150,1,tb_agent_w10,False,-1,-1,6327,20003.4,295101,967
maze-32-4,maze-32-32-4-random-2,150,1,tb_start_w10,False,-1,-1,6327,20000.8,150,1
maze-32-4,maze-32-32-4-random-2,150,1,tb_step_wall,False,-1,-1,6327,20005.4,202800,1352
