map,scen,agents,seed,variant,solved,soc,makespan,lb,time_ms,forward_calls,rebuilds
maze-32-4,maze-32-32-4-random-5,200,1,pen0.1_step_w10,False,-1,-1,8501,20004.7,317400,1587
empty32,empty-32-32-random-1,150,0,tb_step_w10,True,3671,52,3231,1014.0,7800,52
maze-32-4,maze-32-32-4-random-5,200,2,vanilla,False,-1,-1,8501,20001.0,0,0
empty32,empty-32-32-random-1,150,1,vanilla,True,3994,52,3231,167.5,0,0
empty32,empty-32-32-random-1,150,0,pen0.1_step_w10,True,3656,52,3231,645.4,7800,52
empty32,empty-32-32-random-1,150,1,tb_start_w10,True,4330,83,3231,487.2,150,1
empty32,empty-32-32-random-1,150,0,tb_agent_w10,True,3629,52,3231,1666.0,15600,52
empty32,empty-32-32-random-1,150,0,tb_step_wall,True,3653,52,3231,1505.4,7800,52
maze-32-4,maze-32-32-4-random-5,200,2,tb_step_w10,False,-1,-1,8501,20003.0,626800,3134
empty32,empty-32-32-random-1,150,1,tb_step_w10,True,3661,52,3231,1030.6,7800,52
empty32,empty-32-32-random-1,150,1,pen0.1_step_w10,True,3661,52,3231,644.9,7800,52
empty32,empty-32-32-random-1,150,2,tb_start_w10,True,4120,73,3231,253.7,150,1
empty32,empty-32-32-random-1,150,2,vanilla,True,3924,52,3231,522.5,0,0
empty32,empty-32-32-random-1,200,0,vanilla,True,5545,52,4211,104.0,0,0
empty32,empty-32-32-random-1,150,1,tb_agent_w10,True,3649,52,3231,1637.4,15600,52
empty32,empty-32-32-random-1,150,1,tb_step_wall,True,3654,52,3231,1519.3,7800,52
empty32,empty-32-32-random-1,150,2,pen0.1_step_w10,True,3660,52,3231,643.3,7800,52
empty32,empty-32-32-random-1,150,2,tb_step_w10,True,3660,52,3231,1025.5,7800,52
empty32,empty-32-32-random-1,200,1,vanilla,True,5509,52,4211,221.6,0,0
maze-32-4,maze-32-32-4-random-5,200,2,tb_agent_w10,False,-1,-1,8501,20005.3,395348,963
empty32,empty-32-32-random-1,150,2,tb_agent_w10,True,3642,52,3231,1670.9,15600,52
empty32,empty-32-32-random-1,200,0,tb_start_w10,True,6532,131,4211,833.8,200,1
empty32,empty-32-32-random-1,150,2,tb_step_wall,True,3644,52,3231,1520.9,7800,52
empty32,empty-32-32-random-1,200,0,pen0.1_step_w10,True,4963,52,4211,867.7,10400,52
empty32,empty-32-32-random-1,200,0,tb_step_w10,True,4972,52,4211,1330.2,10400,52
empty32,empty-32-32-random-1,200,0,tb_agent_w10,True,5009,52,4211,1378.2,20800,52
maze-32-4,maze-32-32-4-random-5,200,2,tb_start_w10,False,-1,-1,8501,20001.0,200,1
empty32,empty-32-32-random-1,200,2,vanilla,True,5531,52,4211,107.6,0,0
empty32,empty-32-32-random-1,200,2,tb_start_w10,True,6368,124,4211,419.6,200,1
empty32,empty-32-32-random-1,200,1,tb_start_w10,True,6496,143,4211,937.9,200,1
empty32,empty-32-32-random-1,200,1,tb_agent_w10,True,4957,52,4211,1339.0,20801,52
empty32,empty-32-32-random-1,200,1,tb_step_w10,True,4962,52,4211,1341.9,10400,52
empty32,empty-32-32-random-2,50,0,vanilla,True,1254,47,1174,50.4,0,0
empty32,empty-32-32-random-1,200,0,tb_step_wall,True,5061,52,4211,1998.6,10400,52
empty32,empty-32-32-random-2,50,0,tb_step_w10,True,1208,47,1174,223.7,2350,47
empty32,empty-32-32-random-2,50,0,tb_start_w10,True,1326,52,1174,133.9,50,1
empty32,empty-32-32-random-2,50,1,vanilla,True,1243,47,1174,56.5,0,0
empty32,empty-32-32-random-2,50,0,pen0.1_step_w10,True,1208,47,1174,221.3,2350,47
empty32,empty-32-32-random-1,200,2,tb_step_wall,True,5057,52,4211,1211.4,10400,52
empty32,empty-32-32-random-1,200,2,tb_step_w10,True,4948,52,4211,1333.3,10400,52
empty32,empty-32-32-random-1,200,2,tb_agent_w10,True,4994,52,4211,1374.5,20802,52
empty32,empty-32-32-random-1,200,1,pen0.1_step_w10,True,4962,52,4211,1419.3,10400,52
empty32,empty-32-32-random-2,50,1,tb_start_w10,True,1364,60,1174,77.6,50,1
empty32,empty-32-32-random-1,200,2,pen0.1_step_w10,True,4932,52,4211,856.5,10400,52
empty32,empty-32-32-random-2,50,0,tb_agent_w10,True,1203,47,1174,593.7,4700,47
empty32,empty-32-32-random-2,50,2,vanilla,True,1255,49,1174,56.9,0,0
empty32,empty-32-32-random-2,50,0,tb_step_wall,True,1208,47,1174,563.6,2350,47
empty32,empty-32-32-random-2,50,1,tb_step_w10,True,1205,47,1174,359.3,2350,47
empty32,empty-32-32-random-2,50,1,pen0.1_step_w10,True,1205,47,1174,226.0,2350,47
empty32,empty-32-32-random-2,50,2,tb_start_w10,True,1368,60,1174,130.4,50,1
empty32,empty-32-32-random-2,50,2,tb_step_w10,True,1208,47,1174,213.3,2350,47
empty32,empty-32-32-random-2,50,1,tb_agent_w10,True,1205,47,1174,361.0,4700,47
empty32,empty-32-32-random-2,100,0,vanilla,True,2484,47,2207,102.2,0,0
empty32,empty-32-32-random-2,50,2,tb_agent_w10,True,1205,47,1174,376.0,4700,47
empty32,empty-32-32-random-2,100,0,tb_start_w10,True,2634,62,2207,154.9,100,1
empty32,empty-32-32-random-1,200,1,tb_step_wall,True,5077,52,4211,1969.7,10400,52
empty32,empty-32-32-random-2,100,1,vanilla,True,2452,47,2207,53.9,0,0
empty32,empty-32-32-random-2,50,1,tb_step_wall,True,1212,47,1174,557.9,2350,47
empty32,empty-32-32-random-2,50,2,pen0.1_step_w10,True,1208,47,1174,374.8,2350,47
empty32,empty-32-32-random-2,100,0,tb_step_w10,True,2351,47,2207,418.9,4700,47
empty32,empty-32-32-random-2,50,2,tb_step_wall,True,1202,47,1174,570.7,2350,47
empty32,empty-32-32-random-2,100,1,tb_start_w10,True,2642,64,2207,162.3,100,1
empty32,empty-32-32-random-2,100,2,vanilla,True,2489,47,2207,56.9,0,0
empty32,empty-32-32-random-2,100,1,tb_step_w10,True,2348,47,2207,407.6,4700,47
empty32,empty-32-32-random-2,100,0,tb_step_wall,True,2389,47,2207,610.1,4700,47
empty32,empty-32-32-random-2,100,2,tb_start_w10,True,2653,66,2207,188.1,100,1
empty32,empty-32-32-random-2,150,0,vanilla,True,3906,49,3350,84.8,0,0
empty32,empty-32-32-random-2,100,0,pen0.1_step_w10,True,2351,47,2207,704.2,4700,47
empty32,empty-32-32-random-2,100,1,pen0.1_step_w10,True,2355,47,2207,709.1,4700,47
empty32,empty-32-32-random-2,100,2,pen0.1_step_w10,True,2358,47,2207,421.6,4700,47
empty32,empty-32-32-random-2,100,0,tb_agent_w10,True,2341,47,2207,1113.0,9400,47
empty32,empty-32-32-random-2,100,2,tb_agent_w10,True,2333,47,2207,699.2,9400,47
empty32,empty-32-32-random-2,100,2,tb_step_w10,True,2358,47,2207,688.7,4700,47
empty32,empty-32-32-random-2,100,2,tb_step_wall,True,2383,47,2207,614.7,4700,47
empty32,empty-32-32-random-2,150,1,vanilla,True,3961,49,3350,84.1,0,0
empty32,empty-32-32-random-2,100,1,tb_step_wall,True,2359,47,2207,1018.6,4700,47
empty32,empty-32-32-random-2,100,1,tb_agent_w10,True,2336,47,2207,1113.3,9400,47
empty32,empty-32-32-random-2,150,0,tb_step_w10,True,3716,49,3350,677.3,7350,49
empty32,empty-32-32-random-2,150,1,tb_start_w10,True,4276,71,3350,312.1,150,1
empty32,empty-32-32-random-2,150,2,vanilla,True,3973,49,3350,81.8,0,0
empty32,empty-32-32-random-2,150,0,tb_start_w10,True,4361,88,3350,535.8,150,1
empty32,empty-32-32-random-2,150,0,tb_step_wall,True,3743,49,3350,940.9,7350,49
empty32,empty-32-32-random-2,150,2,tb_start_w10,True,4221,67,3350,467.2,150,1
empty32,empty-32-32-random-2,150,1,tb_agent_w10,True,3708,49,3350,1044.0,14700,49
empty32,empty-32-32-random-2,150,0,pen0.1_step_w10,True,3717,49,3350,1091.4,7350,49
empty32,empty-32-32-random-2,150,1,tb_step_w10,True,3708,49,3350,1057.6,7350,49
empty32,empty-32-32-random-2,150,2,tb_step_w10,True,3739,49,3350,636.0,7350,49
empty32,empty-32-32-random-2,200,0,vanilla,True,5593,49,4390,106.4,0,0
empty32,empty-32-32-random-2,150,1,pen0.1_step_w10,True,3722,49,3350,1066.0,7350,49
empty32,empty-32-32-random-2,150,0,tb_agent_w10,True,3683,49,3350,1711.9,14700,49
empty32,empty-32-32-random-2,150,2,tb_agent_w10,True,3712,49,3350,1051.6,14700,49
empty32,empty-32-32-random-2,150,1,tb_step_wall,True,3772,49,3350,1546.0,7350,49
empty32,empty-32-32-random-2,200,1,vanilla,True,5564,49,4390,216.8,0,0
empty32,empty-32-32-random-2,200,0,tb_start_w10,True,7381,162,4390,625.6,200,1
empty32,empty-32-32-random-2,150,2,tb_step_wall,True,3760,49,3350,950.2,7350,49
empty32,empty-32-32-random-2,150,2,pen0.1_step_w10,True,3746,49,3350,1091.9,7350,49
empty32,empty-32-32-random-2,200,1,tb_step_w10,True,5015,49,4390,838.9,9800,49
empty32,empty-32-32-random-2,200,0,tb_step_wall,True,5095,49,4390,1269.1,9800,49
empty32,empty-32-32-random-2,200,0,tb_step_w10,True,5072,49,4390,1378.3,9800,49
empty32,empty-32-32-random-2,200,2,vanilla,True,5539,49,4390,223.2,0,0
empty32,empty-32-32-random-2,200,1,pen0.1_step_w10,True,5015,49,4390,885.2,9800,49
empty32,empty-32-32-random-2,200,0,pen0.1_step_w10,True,5074,49,4390,1426.1,9800,49
empty32,empty-32-32-random-2,200,1,tb_start_w10,True,7140,141,4390,1032.4,200,1
empty32,empty-32-32-random-3,50,0,vanilla,True,1143,57,1080,57.0,0,0
empty32,empty-32-32-random-2,200,1,tb_step_wall,True,5131,49,4390,1273.3,9800,49
empty32,empty-32-32-random-3,50,0,tb_start_w10,True,1174,57,1080,77.5,50,1
empty32,empty-32-32-random-3,50,0,tb_step_w10,True,1110,57,1080,339.3,2850,57
empty32,empty-32-32-random-2,200,2,tb_step_w10,True,5079,49,4390,844.4,9800,49
empty32,empty-32-32-random-3,50,1,vanilla,True,1184,57,1080,27.8,0,0
empty32,empty-32-32-random-3,50,0,tb_agent_w10,True,1113,57,1080,557.2,5700,57
empty32,empty-32-32-random-2,200,0,tb_agent_w10,True,5012,49,4390,2344.9,19600,49
empty32,empty-32-32-random-3,50,0,tb_step_wall,True,1114,57,1080,319.9,2850,57
empty32,empty-32-32-random-3,50,1,tb_step_w10,True,1116,57,1080,207.0,2850,57
empty32,empty-32-32-random-3,50,0,pen0.1_step_w10,True,1110,57,1080,357.3,2850,57
empty32,empty-32-32-random-2,200,2,pen0.1_step_w10,True,5074,49,4390,880.0,9800,49
empty32,empty-32-32-random-3,50,1,tb_start_w10,True,1172,57,1080,133.1,50,1
empty32,empty-32-32-random-3,50,2,vanilla,True,1161,57,1080,54.4,0,0
empty32,empty-32-32-random-3,50,1,pen0.1_step_w10,True,1116,57,1080,216.2,2850,57
empty32,empty-32-32-random-3,50,1,tb_step_wall,True,1112,57,1080,311.5,2850,57
empty32,empty-32-32-random-3,50,2,tb_step_w10,True,1110,57,1080,210.8,2850,57
empty32,empty-32-32-random-3,50,2,tb_start_w10,True,1171,57,1080,127.9,50,1
empty32,empty-32-32-random-3,100,0,vanilla,True,2427,57,2137,55.3,0,0
empty32,empty-32-32-random-2,200,2,tb_agent_w10,True,5034,49,4390,1424.4,19600,49
empty32,empty-32-32-random-3,50,1,tb_agent_w10,True,1113,57,1080,559.3,5700,57
empty32,empty-32-32-random-3,50,2,pen0.1_step_w10,True,1110,57,1080,214.8,2850,57
empty32,empty-32-32-random-2,200,1,tb_agent_w10,True,5047,49,4390,2291.4,19600,49
empty32,empty-32-32-random-3,50,2,tb_step_wall,True,1116,57,1080,314.7,2850,57
empty32,empty-32-32-random-3,100,0,tb_start_w10,True,2421,59,2137,148.6,100,1
empty32,empty-32-32-random-3,100,1,vanilla,True,2409,57,2137,111.9,0,0
empty32,empty-32-32-random-3,50,2,tb_agent_w10,True,1115,57,1080,559.2,5700,57
empty32,empty-32-32-random-3,100,0,pen0.1_step_w10,True,2276,57,2137,426.7,5700,57
empty32,empty-32-32-random-2,200,2,tb_start_w10,True,10128,277,4390,1861.6,200,1
empty32,empty-32-32-random-3,100,1,tb_step_w10,True,2276,57,2137,403.6,5700,57
empty32,empty-32-32-random-3,100,1,tb_start_w10,True,2419,59,2137,269.3,100,1
empty32,empty-32-32-random-3,100,0,tb_step_w10,True,2277,57,2137,666.4,5700,57
empty32,empty-32-32-random-3,100,0,tb_agent_w10,True,2259,57,2137,671.0,11400,57
empty32,empty-32-32-random-3,100,2,vanilla,True,2405,57,2137,107.7,0,0
empty32,empty-32-32-random-2,200,2,tb_step_wall,True,5103,49,4390,2086.4,9800,49
empty32,empty-32-32-random-3,100,1,tb_agent_w10,True,2281,57,2137,677.0,11400,57
empty32,empty-32-32-random-3,100,2,tb_start_w10,True,2413,59,2137,259.2,100,1
empty32,empty-32-32-random-3,100,1,pen0.1_step_w10,True,2272,57,2137,424.5,5700,57
empty32,empty-32-32-random-3,100,2,tb_step_w10,True,2278,57,2137,415.6,5700,57
empty32,empty-32-32-random-3,150,0,vanilla,True,3662,57,3135,166.7,0,0
empty32,empty-32-32-random-3,100,0,tb_step_wall,True,2290,57,2137,1001.1,5700,57
empty32,empty-32-32-random-3,150,0,tb_start_w10,True,3849,63,3135,225.3,150,1
empty32,empty-32-32-random-3,100,2,tb_step_wall,True,2282,57,2137,626.5,5700,57
empty32,empty-32-32-random-3,100,1,tb_step_wall,True,2278,57,2137,1023.7,5700,57
empty32,empty-32-32-random-3,150,1,vanilla,True,3766,57,3135,167.8,0,0
empty32,empty-32-32-random-3,100,2,pen0.1_step_w10,True,2277,57,2137,693.0,5700,57
empty32,empty-32-32-random-3,150,0,tb_step_w10,True,3474,57,3135,625.5,8550,57
empty32,empty-32-32-random-3,150,2,vanilla,True,3674,57,3135,84.3,0,0
empty32,empty-32-32-random-3,100,2,tb_agent_w10,True,2286,57,2137,1096.7,11400,57
empty32,empty-32-32-random-3,150,1,tb_start_w10,True,3844,59,3135,400.5,150,1
empty32,empty-32-32-random-3,150,1,tb_step_w10,True,3476,57,3135,599.5,8550,57
empty32,empty-32-32-random-3,150,0,tb_step_wall,True,3478,57,3135,889.5,8550,57
empty32,empty-32-32-random-3,150,0,pen0.1_step_w10,True,3487,57,3135,1061.5,8550,57
empty32,empty-32-32-random-3,150,1,tb_agent_w10,True,3453,57,3135,1004.5,17100,57
empty32,empty-32-32-random-3,150,2,tb_step_w10,True,3498,57,3135,629.5,8550,57
empty32,empty-32-32-random-3,150,2,tb_start_w10,True,3855,63,3135,409.6,150,1
maze-32-4,maze-32-32-4-random-5,200,2,tb_step_wall,False,-1,-1,8501,20014.6,112400,562
empty32,empty-32-32-random-3,150,2,pen0.1_step_w10,True,3509,57,3135,632.8,8550,57
empty32,empty-32-32-random-3,150,1,pen0.1_step_w10,True,3464,57,3135,1048.0,8550,57
empty32,empty-32-32-random-3,200,0,vanilla,True,5354,57,4251,228.6,0,0
empty32,empty-32-32-random-3,150,0,tb_agent_w10,True,3464,57,3135,1630.6,17100,57
maze-32-4,maze-32-32-4-random-5,200,2,pen0.1_step_w10,False,-1,-1,8501,20002.8,313600,1568
empty32,empty-32-32-random-3,150,2,tb_step_wall,True,3479,57,3135,885.9,8550,57
empty32,empty-32-32-random-3,200,1,vanilla,True,5414,57,4251,224.1,0,0
empty32,empty-32-32-random-3,150,1,tb_step_wall,True,3459,57,3135,1739.9,8550,57
empty32,empty-32-32-random-3,200,0,tb_step_w10,True,4921,57,4251,823.0,11400,57
empty32,empty-32-32-random-3,200,0,tb_start_w10,True,6337,108,4251,769.1,200,1
empty32,empty-32-32-random-3,150,2,tb_agent_w10,True,3481,57,3135,1607.3,17100,57
empty32,empty-32-32-random-3,200,0,pen0.1_step_w10,True,4932,57,4251,862.9,11400,57
empty32,empty-32-32-random-3,200,2,vanilla,True,5295,59,4251,209.7,0,0
empty32,empty-32-32-random-3,200,0,tb_agent_w10,True,4947,57,4251,1391.9,22800,57
empty32,empty-32-32-random-3,200,1,tb_start_w10,True,6440,119,4251,984.3,200,1
empty32,empty-32-32-random-4,50,0,vanilla,True,1069,45,981,50.0,0,0
empty32,empty-32-32-random-3,200,1,tb_step_w10,True,4872,57,4251,1373.4,11400,57
empty32,empty-32-32-random-3,200,2,tb_step_w10,True,4899,57,4251,827.7,11400,57
empty32,empty-32-32-random-3,200,2,tb_start_w10,True,6291,120,4251,646.6,200,1
empty32,empty-32-32-random-4,50,0,tb_step_w10,True,996,44,981,302.5,2200,44
empty32,empty-32-32-random-4,50,1,vanilla,True,1045,44,981,47.5,0,0
empty32,empty-32-32-random-4,50,0,tb_start_w10,True,1030,45,981,117.1,50,1
empty32,empty-32-32-random-3,200,1,tb_step_wall,True,4989,57,4251,1349.9,11400,57
empty32,empty-32-32-random-4,50,0,pen0.1_step_w10,True,995,44,981,194.0,2200,44
empty32,empty-32-32-random-4,50,0,tb_step_wall,True,1000,44,981,259.3,2200,44
empty32,empty-32-32-random-4,50,0,tb_agent_w10,True,995,44,981,488.3,4400,44
empty32,empty-32-32-random-4,50,1,tb_start_w10,True,1041,49,981,117.8,50,1
empty32,empty-32-32-random-4,50,2,vanilla,True,1048,44,981,45.2,0,0
empty32,empty-32-32-random-3,200,1,pen0.1_step_w10,True,4874,57,4251,1433.1,11400,57
empty32,empty-32-32-random-4,50,1,tb_step_w10,True,999,44,981,301.8,2200,44
empty32,empty-32-32-random-3,200,2,pen0.1_step_w10,True,4917,57,4251,963.4,11400,57
empty32,empty-32-32-random-4,50,1,pen0.1_step_w10,True,998,44,981,196.6,2200,44
empty32,empty-32-32-random-4,50,1,tb_step_wall,True,991,44,981,260.2,2200,44
empty32,empty-32-32-random-3,200,0,tb_step_wall,True,4969,57,4251,2013.7,11400,57
empty32,empty-32-32-random-4,50,2,tb_start_w10,True,1035,47,981,124.1,50,1
empty32,empty-32-32-random-4,100,0,vanilla,True,2328,45,2062,52.1,0,0
empty32,empty-32-32-random-4,50,1,tb_agent_w10,True,997,44,981,491.2,4400,44
empty32,empty-32-32-random-4,50,2,tb_step_w10,True,996,44,981,304.1,2200,44
empty32,empty-32-32-random-3,200,2,tb_step_wall,True,5001,57,4251,1216.3,11400,57
empty32,empty-32-32-random-4,50,2,pen0.1_step_w10,True,996,44,981,191.9,2200,44
empty32,empty-32-32-random-4,100,1,vanilla,True,2298,45,2062,105.1,0,0
empty32,empty-32-32-random-3,200,1,tb_agent_w10,True,4894,57,4251,2232.7,22800,57
empty32,empty-32-32-random-4,100,0,tb_start_w10,True,2344,51,2062,250.1,100,1
empty32,empty-32-32-random-4,50,2,tb_agent_w10,True,997,44,981,490.0,4400,44
empty32,empty-32-32-random-4,50,2,tb_step_wall,True,995,44,981,421.6,2200,44
empty32,empty-32-32-random-4,100,0,tb_step_w10,True,2211,45,2062,392.3,4500,45
empty32,empty-32-32-random-4,100,2,vanilla,True,2338,45,2062,104.2,0,0
empty32,empty-32-32-random-4,100,1,tb_step_w10,True,2208,45,2062,386.6,4500,45
empty32,empty-32-32-random-4,100,0,tb_step_wall,True,2181,45,2062,562.2,4500,45
empty32,empty-32-32-random-4,100,1,tb_start_w10,True,2336,53,2062,257.9,100,1
empty32,empty-32-32-random-4,100,1,tb_agent_w10,True,2198,45,2062,645.5,9000,45
empty32,empty-32-32-random-4,100,2,tb_start_w10,True,2347,53,2062,243.4,100,1
empty32,empty-32-32-random-4,100,0,pen0.1_step_w10,True,2204,45,2062,667.7,4500,45
empty32,empty-32-32-random-4,150,0,vanilla,True,3701,47,3107,142.3,0,0
empty32,empty-32-32-random-3,200,2,tb_agent_w10,True,4910,57,4251,2257.2,22800,57
empty32,empty-32-32-random-4,100,2,tb_agent_w10,True,2194,45,2062,646.9,9000,45
empty32,empty-32-32-random-4,100,2,pen0.1_step_w10,True,2191,45,2062,409.0,4500,45
empty32,empty-32-32-random-4,100,1,pen0.1_step_w10,True,2208,45,2062,660.9,4500,45
empty32,empty-32-32-random-4,100,2,tb_step_w10,True,2195,45,2062,642.6,4500,45
empty32,empty-32-32-random-4,100,2,tb_step_wall,True,2187,45,2062,551.5,4500,45
empty32,empty-32-32-random-4,100,0,tb_agent_w10,True,2200,45,2062,1060.5,9000,45
empty32,empty-32-32-random-4,150,1,vanilla,True,3751,47,3107,76.1,0,0
empty32,empty-32-32-random-4,100,1,tb_step_wall,True,2198,45,2062,905.8,4500,45
empty32,empty-32-32-random-4,150,2,vanilla,True,3699,47,3107,77.1,0,0
empty32,empty-32-32-random-4,150,0,tb_start_w10,True,3977,68,3107,450.4,150,1
empty32,empty-32-32-random-4,150,0,tb_step_w10,True,3508,47,3107,589.7,7050,47
empty32,empty-32-32-random-4,150,1,tb_start_w10,True,3991,69,3107,420.0,150,1
empty32,empty-32-32-random-4,150,1,tb_step_w10,True,3472,47,3107,594.7,7050,47
empty32,empty-32-32-random-4,200,0,vanilla,True,5370,53,4184,111.4,0,0
empty32,empty-32-32-random-4,150,2,tb_start_w10,True,3969,67,3107,434.7,150,1
empty32,empty-32-32-random-4,150,1,tb_step_wall,True,3499,47,3107,856.8,7050,47
empty32,empty-32-32-random-4,150,0,tb_agent_w10,True,3494,47,3107,1271.3,14100,47
empty32,empty-32-32-random-4,150,0,pen0.1_step_w10,True,3506,47,3107,1039.6,7050,47
empty32,empty-32-32-random-4,150,1,pen0.1_step_w10,True,3471,47,3107,1029.3,7050,47
empty32,empty-32-32-random-4,150,2,tb_step_wall,True,3517,47,3107,847.1,7050,47
empty32,empty-32-32-random-4,150,2,tb_step_w10,True,3462,47,3107,985.4,7050,47
empty32,empty-32-32-random-4,150,0,tb_step_wall,True,3537,47,3107,1399.0,7050,47
empty32,empty-32-32-random-4,200,0,tb_start_w10,True,5603,77,4184,329.9,200,1
empty32,empty-32-32-random-4,200,1,vanilla,True,5433,56,4184,213.7,0,0
empty32,empty-32-32-random-4,150,2,pen0.1_step_w10,True,3458,47,3107,1012.4,7050,47
empty32,empty-32-32-random-4,150,1,tb_agent_w10,True,3473,47,3107,1592.4,14100,47
empty32,empty-32-32-random-4,200,0,tb_step_w10,True,4984,53,4184,832.2,10600,53
empty32,empty-32-32-random-4,150,2,tb_agent_w10,True,3449,47,3107,1440.4,14100,47
empty32,empty-32-32-random-4,200,2,vanilla,True,5368,53,4184,222.4,0,0
empty32,empty-32-32-random-4,200,1,tb_step_w10,True,4962,55,4184,814.4,11400,57
empty32,empty-32-32-random-4,200,1,tb_start_w10,True,6044,96,4184,744.3,200,1
empty32,empty-32-32-random-5,50,0,vanilla,True,1226,53,1160,54.2,0,0
empty32,empty-32-32-random-4,200,0,tb_step_wall,True,4984,53,4184,1213.4,10600,53
empty32,empty-32-32-random-4,200,2,tb_start_w10,True,6055,93,4184,626.8,200,1
empty32,empty-32-32-random-4,200,1,tb_step_wall,True,4990,53,4184,1192.1,10600,53
empty32,empty-32-32-random-4,200,0,pen0.1_step_w10,True,4984,53,4184,1399.9,10600,53
empty32,empty-32-32-random-5,50,0,tb_step_w10,True,1215,53,1160,352.4,2650,53
empty32,empty-32-32-random-5,50,0,tb_start_w10,True,1264,53,1160,125.3,50,1
empty32,empty-32-32-random-5,50,0,tb_agent_w10,True,1220,53,1160,364.5,5300,53
empty32,empty-32-32-random-5,50,1,vanilla,True,1261,53,1160,53.1,0,0
empty32,empty-32-32-random-5,50,1,tb_start_w10,True,1254,53,1160,132.3,50,1
empty32,empty-32-32-random-5,50,0,tb_step_wall,True,1215,53,1160,333.4,2650,53
empty32,empty-32-32-random-5,50,0,pen0.1_step_w10,True,1215,53,1160,373.0,2650,53
empty32,empty-32-32-random-4,200,2,pen0.1_step_w10,True,4919,53,4184,855.6,10600,53
empty32,empty-32-32-random-5,50,1,tb_agent_w10,True,1223,53,1160,356.3,5300,53
empty32,empty-32-32-random-5,50,1,tb_step_w10,True,1215,53,1160,354.3,2650,53
empty32,empty-32-32-random-4,200,1,pen0.1_step_w10,True,4958,55,4184,1438.1,11400,57
empty32,empty-32-32-random-5,50,2,vanilla,True,1269,53,1160,53.1,0,0
empty32,empty-32-32-random-4,200,2,tb_agent_w10,True,4897,55,4184,1361.7,22000,55
empty32,empty-32-32-random-4,200,2,tb_step_w10,True,4917,53,4184,1371.2,10600,53
empty32,empty-32-32-random-5,50,1,pen0.1_step_w10,True,1218,53,1160,226.1,2650,53
empty32,empty-32-32-random-5,100,0,vanilla,True,2444,53,2134,54.3,0,0
empty32,empty-32-32-random-4,200,0,tb_agent_w10,True,4906,55,4184,2232.7,22001,55
empty32,empty-32-32-random-5,50,2,tb_start_w10,True,1264,53,1160,131.2,50,1
empty32,empty-32-32-random-5,50,2,tb_step_w10,True,1213,53,1160,213.0,2650,53
empty32,empty-32-32-random-5,100,1,vanilla,True,2462,54,2134,54.3,0,0
empty32,empty-32-32-random-5,100,0,tb_start_w10,True,2624,73,2134,155.5,100,1
empty32,empty-32-32-random-5,50,2,tb_agent_w10,True,1210,53,1160,358.2,5300,53
empty32,empty-32-32-random-5,50,1,tb_step_wall,True,1215,53,1160,551.3,2650,53
empty32,empty-32-32-random-5,50,2,pen0.1_step_w10,True,1213,53,1160,367.1,2650,53
empty32,empty-32-32-random-4,200,1,tb_agent_w10,True,4917,55,4184,2207.3,22000,55
empty32,empty-32-32-random-5,100,1,tb_start_w10,True,2492,55,2134,146.2,100,1
empty32,empty-32-32-random-5,50,2,tb_step_wall,True,1212,53,1160,549.7,2650,53
empty32,empty-32-32-random-5,100,2,vanilla,True,2430,53,2134,113.1,0,0
empty32,empty-32-32-random-5,100,1,tb_step_w10,True,2333,53,2134,402.6,5300,53
empty32,empty-32-32-random-5,100,0,tb_agent_w10,True,2319,53,2134,662.3,10600,53
empty32,empty-32-32-random-5,100,0,tb_step_w10,True,2318,53,2134,667.9,5300,53
empty32,empty-32-32-random-5,100,0,pen0.1_step_w10,True,2318,53,2134,692.8,5300,53
empty32,empty-32-32-random-5,100,2,tb_step_w10,True,2334,53,2134,409.9,5300,53
empty32,empty-32-32-random-5,100,1,tb_agent_w10,True,2352,53,2134,675.4,10600,53
empty32,empty-32-32-random-4,200,2,tb_step_wall,True,4988,53,4184,1952.5,10600,53
empty32,empty-32-32-random-5,100,2,tb_start_w10,True,2499,55,2134,246.6,100,1
empty32,empty-32-32-random-5,150,0,vanilla,True,3769,54,3053,148.5,0,0
empty32,empty-32-32-random-5,100,1,pen0.1_step_w10,True,2333,53,2134,692.2,5300,53
empty32,empty-32-32-random-5,100,0,tb_step_wall,True,2338,53,2134,997.9,5300,53
empty32,empty-32-32-random-5,100,2,pen0.1_step_w10,True,2334,53,2134,421.3,5300,53
empty32,empty-32-32-random-5,150,1,vanilla,True,3808,54,3053,162.3,0,0
empty32,empty-32-32-random-5,150,0,tb_start_w10,True,4238,91,3053,289.4,150,1
empty32,empty-32-32-random-5,100,2,tb_step_wall,True,2348,53,2134,603.9,5300,53
empty32,empty-32-32-random-5,150,2,vanilla,True,3779,56,3053,84.3,0,0
empty32,empty-32-32-random-5,150,1,tb_start_w10,True,4042,74,3053,244.7,150,1
empty32,empty-32-32-random-5,100,1,tb_step_wall,True,2352,53,2134,1178.6,5300,53
empty32,empty-32-32-random-5,100,2,tb_agent_w10,True,2318,53,2134,1097.8,10600,53
empty32,empty-32-32-random-5,150,0,tb_step_w10,True,3507,53,3053,956.2,7950,53
empty32,empty-32-32-random-5,150,0,tb_agent_w10,True,3487,53,3053,985.2,15900,53
empty32,empty-32-32-random-5,150,1,pen0.1_step_w10,True,3504,53,3053,631.2,7950,53
empty32,empty-32-32-random-5,150,0,pen0.1_step_w10,True,3509,53,3053,1007.1,7950,53
